"victim_id","incident_id","victim_type_id","victim_type_name","assignment_type_id","assignment_type_name","activity_type_id","activity_type_name","age_range_low_num","age_range_high_num","age_id","age_name","sex_code","agency_data_year"
79849725,73437778,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79846671,73435092,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79846537,73434209,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79927873,73516536,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79909815,73498313,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79896837,73485121,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79882905,73470759,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82522272,75800735,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82519167,75798893,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82516974,75796344,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82514881,75794629,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
82514880,75794629,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
82510544,75789605,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79998566,73589075,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83654448,76844380,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83604752,76794890,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83624391,76813809,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83615765,76805658,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83590834,76781544,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83590833,76781544,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83583278,76773546,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83576894,76767384,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83571359,76761955,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83560623,76751332,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
83560622,76751332,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83554152,76745075,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83555255,76746009,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
83495713,76690124,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","U",
83443790,76640696,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
83437337,76634584,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83451397,76647677,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
83430822,76628545,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83423184,76620735,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83388724,76588471,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82887290,76155774,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82887291,76155774,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82891728,76160219,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82900121,76168081,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82894822,76162776,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82872512,76141921,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82865942,76134962,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82865943,76134962,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","U",
82864874,76134069,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82815574,76083386,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79983463,73573687,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79983448,73573674,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79983436,73572892,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79982340,73571936,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
81674867,75038098,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
81673820,75037226,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82551583,75829157,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82550454,75828231,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82548291,75825880,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82547229,75825019,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82546181,75824889,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82546101,75824088,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82545173,75824062,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82499447,75719637,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82499438,75719630,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82500554,75720535,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82500552,75720535,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82500553,75720535,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82490855,75711052,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82490849,75711047,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82492885,75712741,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82489722,75710104,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82489656,75710048,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83745695,76940377,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83744610,76938642,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
83735874,76930296,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79936549,73526164,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82589442,75864487,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
82587334,75862785,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
82584112,75860185,5,"Law Enforcement Officer",5,"Detective or Special Assignment (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
82583100,75859401,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79802687,73389738,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","F",
79802686,73389738,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79795153,73382711,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79783391,73372262,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79778901,73367805,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79776787,73366058,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79767130,73358147,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","F",
79764970,73356346,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79764969,73356346,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79757364,73349375,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79761599,73352098,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79742168,73335299,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79731430,73322840,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79665857,73251748,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79661619,73247211,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
79661495,73247106,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","F",
79661494,73247106,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
79660434,73245414,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
79659451,73245339,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
96860043,88591008,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
96691414,88439684,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",41,0,5,"Age in Years","M",
88876155,81558746,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
95402263,87293676,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
96823356,88559177,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",26,0,5,"Age in Years","M",
91645042,83989688,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",59,0,5,"Age in Years","M",
91672761,84013823,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",37,0,5,"Age in Years","M",
91672770,84013831,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",37,0,5,"Age in Years","M",
90399562,82901182,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",34,0,5,"Age in Years","M",
88920964,81608023,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
91641027,83985120,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
95411259,87301308,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",42,0,5,"Age in Years","M",
95411263,87301308,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",35,0,5,"Age in Years","M",
95409641,87300021,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",26,0,5,"Age in Years","F",
91640858,83984960,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
88939268,81625277,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
92453650,84699515,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
92454078,84699515,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",32,0,5,"Age in Years","M",
91044506,83463845,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",37,0,5,"Age in Years","M",
91644307,83989137,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
91642912,83987701,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",26,0,5,"Age in Years","M",
91045861,83464688,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
92448944,84695906,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",25,0,5,"Age in Years","F",
90409537,82908509,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",31,0,5,"Age in Years","F",
95399169,87290986,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
92444065,84691555,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
91653082,83996301,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",37,0,5,"Age in Years","M",
90402987,82903403,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",45,0,5,"Age in Years","M",
90403688,82903787,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",37,0,5,"Age in Years","M",
91647115,83991649,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",34,0,5,"Age in Years","M",
96860314,88592037,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",30,0,5,"Age in Years","F",
89322286,81805893,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89325523,81810087,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89329647,81814316,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89329646,81814316,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89323320,81806955,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89327467,81811171,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
89329708,81814376,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89367392,81852834,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89383549,81870119,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
89386555,81873332,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
89384666,81871240,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
98021766,89612787,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",35,0,5,"Age in Years","M",
89612934,82101496,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89308480,81792308,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89309464,81793286,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89530984,82128500,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
89538481,82135072,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89529839,82127350,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
89545098,82142611,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
95464956,87351573,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",28,0,5,"Age in Years","M",
95465694,87350611,5,"Law Enforcement Officer",4,"Detective or Special Assignment (Alone)",1,"Responding to Disturbance Call",28,0,5,"Age in Years","M",
95465695,87350611,5,"Law Enforcement Officer",4,"Detective or Special Assignment (Alone)",1,"Responding to Disturbance Call",36,0,5,"Age in Years","M",
95465330,87351934,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",36,0,5,"Age in Years","M",
89421539,82020646,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89691293,82285862,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
95459485,87346558,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",33,0,5,"Age in Years","M",
95457490,87344329,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",35,0,5,"Age in Years","M",
95458443,87344329,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",23,0,5,"Age in Years","F",
92465898,84709936,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",41,0,5,"Age in Years","M",
92465846,84709881,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",37,0,5,"Age in Years","M",
89588507,82184810,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
91659372,84002995,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",38,0,5,"Age in Years","M",
89616678,82213718,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","U",
89402096,82001129,5,"Law Enforcement Officer",4,"Detective or Special Assignment (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89403100,82001230,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89493315,82091045,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89493314,82091045,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89470047,82069187,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
95457273,87344107,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",41,0,5,"Age in Years","M",
89504058,82101687,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89517964,82115664,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
89459286,82058356,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,4,"Unknown","M",
89459285,82058356,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89439833,82038863,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89445329,82044351,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
95976947,87802446,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",27,0,5,"Age in Years","M",
95975929,87802446,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",27,0,5,"Age in Years","M",
86401548,79291869,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
89399464,81886331,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
88704146,81386896,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
86416437,79307691,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
86416436,79307691,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","U",
96027507,87849094,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
90419399,82917763,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",38,0,5,"Age in Years","M",
89365371,81850773,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89365334,81850738,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89360043,81846333,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89359924,81845312,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89359925,81845312,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89361026,81846422,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89362148,81847539,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89364195,81849597,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
95994423,87818930,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",34,0,5,"Age in Years","M",
95994672,87818930,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",52,0,5,"Age in Years","M",
89426391,81911879,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89422018,81907628,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
89418853,81904600,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
86376821,79266868,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
96023523,87845287,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",25,0,5,"Age in Years","M",
96023961,87845321,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",27,0,5,"Age in Years","M",
96025763,87846432,5,"Law Enforcement Officer",5,"Detective or Special Assignment (Assisted)",1,"Responding to Disturbance Call",44,0,5,"Age in Years","M",
96023774,87845102,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",29,0,5,"Age in Years","M",
96023376,87845149,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",25,0,5,"Age in Years","M",
90417914,82916894,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",42,0,5,"Age in Years","M",
95993952,87818498,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",33,0,5,"Age in Years","M",
95993155,87818235,5,"Law Enforcement Officer",7,"Other (Assisted)",1,"Responding to Disturbance Call",36,0,5,"Age in Years","M",
89000984,81691761,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89000974,81691752,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
88718966,81400568,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89433839,81919136,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
89439274,81924385,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",,,5,"Age in Years","M",
89439272,81924385,5,"Law Enforcement Officer",5,"Detective or Special Assignment (Assisted)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
89436117,81921320,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","F",
89437166,81922326,5,"Law Enforcement Officer",2,"One-Officer (Alone)",1,"Responding to Disturbance Call",,,5,"Age in Years","F",
90404692,82905018,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",1,"Responding to Disturbance Call",30,0,5,"Age in Years","M",
88809468,81490170,5,"Law Enforcement Officer",6,"Other (Alone)",1,"Responding to Disturbance Call",,,4,"Unknown","M",
