"victim_id","incident_id","victim_type_id","victim_type_name","assignment_type_id","assignment_type_name","activity_type_id","activity_type_name","age_range_low_num","age_range_high_num","age_id","age_name","sex_code","agency_data_year"
96861171,88592560,5,"Law Enforcement Officer",2,"One-Officer (Alone)",4,"Attempting Other Arrests",32,0,5,"Age in Years","M",
96861161,88592553,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",4,"Attempting Other Arrests",,,4,"Unknown","M",
95434060,87322509,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",4,"Attempting Other Arrests",,,4,"Unknown","M",
95434062,87322509,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",4,"Attempting Other Arrests",,,4,"Unknown","U",
95994733,87819571,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",4,"Attempting Other Arrests",47,0,5,"Age in Years","M",
98009571,89602324,5,"Law Enforcement Officer",2,"One-Officer (Alone)",4,"Attempting Other Arrests",50,0,5,"Age in Years","M",
100819701,92067444,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",4,"Attempting Other Arrests",22,0,5,"Age in Years","M",
100819644,92067396,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",4,"Attempting Other Arrests",33,0,5,"Age in Years","M",
97117375,88816001,5,"Law Enforcement Officer",6,"Other (Alone)",4,"Attempting Other Arrests",,,4,"Unknown","F",
97102710,88802524,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",29,0,5,"Age in Years","M",
97086466,88789659,5,"Law Enforcement Officer",2,"One-Officer (Alone)",4,"Attempting Other Arrests",,,4,"Unknown","M",
97087358,88789659,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",47,0,5,"Age in Years","M",
96718936,88462960,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",32,0,5,"Age in Years","M",
95982138,87807352,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",35,0,5,"Age in Years","M",
96863093,88593723,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",,,4,"Unknown","M",
95951239,87779820,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",,,4,"Unknown","F",
95957471,87785001,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",,,4,"Unknown","M",
95957474,87785001,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",,,4,"Unknown","M",
95959211,87786485,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",27,0,5,"Age in Years","F",
95379966,87273658,5,"Law Enforcement Officer",6,"Other (Alone)",4,"Attempting Other Arrests",56,0,5,"Age in Years","M",
95388059,87279374,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",,,4,"Unknown","M",
95387104,87279374,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",44,0,5,"Age in Years","F",
95388057,87279374,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",48,0,5,"Age in Years","M",
95388053,87279374,5,"Law Enforcement Officer",7,"Other (Assisted)",4,"Attempting Other Arrests",37,0,5,"Age in Years","M",
97985494,89580587,5,"Law Enforcement Officer",2,"One-Officer (Alone)",4,"Attempting Other Arrests",26,0,5,"Age in Years","M",
95986420,87811391,5,"Law Enforcement Officer",2,"One-Officer (Alone)",4,"Attempting Other Arrests",30,0,5,"Age in Years","M",
98656372,90168301,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",4,"Attempting Other Arrests",26,0,5,"Age in Years","M",
99458057,90873335,5,"Law Enforcement Officer",2,"One-Officer (Alone)",4,"Attempting Other Arrests",,,4,"Unknown","M",
99456268,90873603,5,"Law Enforcement Officer",2,"One-Officer (Alone)",4,"Attempting Other Arrests",,,4,"Unknown","U",
83442798,76639866,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",5,"Civil Disorder",,,5,"Age in Years","F",
82549462,75827580,5,"Law Enforcement Officer",6,"Other (Alone)",5,"Civil Disorder",,,5,"Age in Years","M",
83735972,76931169,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",5,"Civil Disorder",,,5,"Age in Years","M",
83736886,76931169,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",5,"Civil Disorder",,,4,"Unknown","M",
86417422,79308656,5,"Law Enforcement Officer",2,"One-Officer (Alone)",5,"Civil Disorder",,,4,"Unknown","M",
97084394,88786948,5,"Law Enforcement Officer",2,"One-Officer (Alone)",5,"Civil Disorder",41,0,5,"Age in Years","M",
95956716,87784110,5,"Law Enforcement Officer",7,"Other (Assisted)",5,"Civil Disorder",41,0,5,"Age in Years","M",
79849763,73437815,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79849764,73437815,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79881738,73469025,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79881737,73469025,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
79881807,73469082,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79859312,73447616,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
82525537,75804190,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82525539,75804190,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82525538,75804190,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83585512,76776239,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83575711,76766385,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83510924,76704292,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
83438359,76635413,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83438358,76635413,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
83406079,76605020,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
83378012,76578749,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83402742,76601542,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
83402743,76601542,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82888458,76156740,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82812381,76080725,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82501508,75722173,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82552573,75829953,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
82550576,75829055,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82551546,75829121,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82549511,75827625,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
82548358,75826666,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82545048,75823212,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82496251,75717018,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82489716,75710098,5,"Law Enforcement Officer",5,"Detective or Special Assignment (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83751215,76946790,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83747881,76943177,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83741382,76936655,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
83740319,76935729,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
79669002,73254535,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79949291,73538392,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
79949290,73538392,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
82721177,75992027,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82588398,75863651,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
82579815,75856776,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79818922,73405615,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
79810254,73396748,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
79782307,73371353,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
79757334,73349351,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
79750860,73343295,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
79746576,73339739,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","F",
79720795,73312053,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79720794,73312053,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79666847,73251838,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
79666846,73251838,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
79666848,73251838,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
95973434,87800017,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",34,0,5,"Age in Years","M",
88963115,81652103,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
88924105,81610241,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
88924106,81610241,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
89369541,81855010,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
98021859,89612867,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
89656365,82145783,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
89309436,81792378,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
89308414,81792252,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
89307351,81791203,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
89307352,81791203,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","F",
89707651,82302692,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
89706509,82301541,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
89438821,82037864,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","F",
89640700,82237926,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
91659156,84002020,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",49,0,5,"Age in Years","M",
95455112,87341389,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",38,0,5,"Age in Years","M",
89520086,82117598,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
89662788,82152306,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
89289440,81772621,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
86398457,79288998,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
95998198,87822165,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",48,0,5,"Age in Years","M",
89582470,82069118,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
88700954,81383084,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
89425216,81910742,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
90415314,82913850,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",44,0,5,"Age in Years","F",
96019283,87841733,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",37,0,5,"Age in Years","M",
96018645,87841733,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",26,0,5,"Age in Years","M",
95993367,87817236,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",41,0,5,"Age in Years","M",
95429769,87318103,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",59,0,5,"Age in Years","M",
95429768,87318103,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",23,0,5,"Age in Years","M",
95427729,87316137,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
89431734,81917111,5,"Law Enforcement Officer",5,"Detective or Special Assignment (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
91646778,83990357,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",33,0,5,"Age in Years","M",
89439261,81924374,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
88867626,81550585,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
95375353,87268973,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",40,0,5,"Age in Years","M",
88813907,81495213,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
92037862,84333830,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
88833206,81518964,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","F",
88841574,81527099,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
88839582,81525037,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","F",
95937854,87767056,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",21,0,5,"Age in Years","M",
89594449,82082012,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","U",
89590234,82077777,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,5,"Age in Years","M",
95971074,87797794,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",31,0,5,"Age in Years","M",
98676542,90185982,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",30,40,5,"Age in Years","M",
96032828,87853194,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",32,0,5,"Age in Years","M",
96010376,87834149,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",34,0,5,"Age in Years","M",
95991493,87816189,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
99460255,90876266,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",45,0,5,"Age in Years","M",
99460260,90876266,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",37,0,5,"Age in Years","M",
99460253,90876266,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",33,0,5,"Age in Years","M",
96861457,88592815,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","U",
99499933,90910726,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",29,0,5,"Age in Years","M",
98694615,90201855,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",43,0,5,"Age in Years","M",
97082008,88784754,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",29,0,5,"Age in Years","F",
96714727,88459697,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",30,0,5,"Age in Years","F",
96714721,88459697,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",43,0,5,"Age in Years","M",
96861657,88592995,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",40,65,5,"Age in Years","M",
96032933,87853307,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",35,0,5,"Age in Years","M",
96015517,87839714,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",46,0,5,"Age in Years","M",
98152959,89727765,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","U",
98152966,89727765,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","U",
98152964,89727765,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","U",
98151149,89726062,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
98149807,89723387,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",53,0,5,"Age in Years","F",
98152635,89726987,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",26,0,5,"Age in Years","M",
98126760,89704622,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",28,0,5,"Age in Years","M",
98127970,89704907,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",27,0,5,"Age in Years","M",
98142739,89717746,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
98142507,89718050,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",31,0,5,"Age in Years","M",
98116069,89695705,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",26,0,5,"Age in Years","M",
98114209,89693957,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",50,0,5,"Age in Years","U",
96846596,88579707,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",48,0,5,"Age in Years","M",
96846181,88578334,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",26,0,5,"Age in Years","M",
96843740,88577020,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",39,0,5,"Age in Years","M",
96844644,88577846,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",39,0,5,"Age in Years","M",
96756086,88497129,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",48,0,5,"Age in Years","M",
96761484,88502035,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",32,0,5,"Age in Years","M",
96745205,88487552,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",41,0,5,"Age in Years","M",
96761728,88501554,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",48,0,5,"Age in Years","M",
96761727,88501554,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",48,0,5,"Age in Years","M",
96762566,88502311,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",42,0,5,"Age in Years","M",
96762571,88502311,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",44,0,5,"Age in Years","M",
96754971,88496710,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",31,0,5,"Age in Years","M",
96735155,88478392,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",38,0,5,"Age in Years","M",
96735156,88478392,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",33,0,5,"Age in Years","M",
96079149,87894135,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
99508019,90917204,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",56,0,5,"Age in Years","M",
96062268,87879214,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",58,0,5,"Age in Years","M",
96060213,87877202,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",31,0,5,"Age in Years","M",
96063188,87880502,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",31,0,5,"Age in Years","M",
96063189,87880502,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",31,0,5,"Age in Years","M",
96044287,87863819,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",43,0,5,"Age in Years","M",
95509143,87390070,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","F",
96034703,87854932,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",28,0,5,"Age in Years","M",
98669608,90179782,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",21,65,5,"Age in Years","M",
97068364,88773591,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",45,0,5,"Age in Years","M",
96474083,88244055,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
96474089,88244055,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
96474081,88244055,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","M",
97981897,89576443,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",30,0,5,"Age in Years","M",
98039625,89628987,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",23,0,5,"Age in Years","M",
98685661,90192501,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",,,4,"Unknown","U",
97061116,88766079,5,"Law Enforcement Officer",1,"Two-Officer Vehicle",6,"Handling, Transporting, Custody of Prisoners",34,0,5,"Age in Years","M",
96849038,88582559,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",32,0,5,"Age in Years","M",
95388342,87280413,5,"Law Enforcement Officer",2,"One-Officer (Alone)",6,"Handling, Transporting, Custody of Prisoners",33,0,5,"Age in Years","M",
98683703,90192618,5,"Law Enforcement Officer",6,"Other (Alone)",6,"Handling, Transporting, Custody of Prisoners",20,0,5,"Age in Years","M",
98041212,89629510,5,"Law Enforcement Officer",7,"Other (Assisted)",6,"Handling, Transporting, Custody of Prisoners",33,0,5,"Age in Years","M",
99667317,91058620,5,"Law Enforcement Officer",3,"One-Officer (Assisted)",6,"Handling, Transporting, Custody of Prisoners",26,0,5,"Age in Years","M",
